See original data: 
Section   Material 
and Evaluation Summary 
Interpreted ENDF file 

U-235(FY_cum)U-236,RNP   MAT=9228 MF=8 MT=459   Library: ENDF/B-VIII.0   

(n,FY_cum) Cumulative Fission-Product Yields
Fission-product yields are given for 3 incident neutron energies

Neutron energy =  2.5300E-02

   PRODUCT      ZAFP     FPS           Y          DY
 56-Ba-136    56136.      0.  5.5416E-05  3.5466E-05
 56-Ba-137    56137.      0.  6.1885E-02  3.0942E-04
 56-Ba-137-M  56137.      1.  5.8543E-02  2.9271E-04
 56-Ba-138    56138.      0.  6.7676E-02  3.3838E-04
 56-Ba-139    56139.      0.  6.4134E-02  4.4894E-04
 56-Ba-140    56140.      0.  6.2145E-02  6.2145E-04
 56-Ba-141    56141.      0.  5.8285E-02  1.6320E-03
 56-Ba-142    56142.      0.  5.7521E-02  1.1504E-03
 56-Ba-143    56143.      0.  5.5450E-02  1.5526E-03
 56-Ba-144    56144.      0.  4.3953E-02  8.7905E-04
 56-Ba-145    56145.      0.  1.9326E-02  1.1596E-03
 56-Ba-146    56146.      0.  9.2046E-03  2.5773E-04
 56-Ba-147    56147.      0.  2.4588E-03  3.9340E-04
 56-Ba-148    56148.      0.  2.2197E-04  9.9888E-05
 56-Ba-149    56149.      0.  1.0329E-05  6.6107E-06
 56-Ba-150    56150.      0.  5.0197E-07  3.2126E-07
 56-Ba-151    56151.      0.  8.1824E-09  5.2367E-09
 56-Ba-152    56152.      0.  1.4899E-10  9.5353E-11
 56-Ba-153    56153.      0.  3.7281E-13  2.3860E-13
 56-Ba-154    56154.      0.  0.0000E+00  0.0000E+00
 57-La-133    57133.      0.  0.0000E+00  0.0000E+00
 57-La-135    57135.      0.  0.0000E+00  0.0000E+00
 57-La-137    57137.      0.  6.9295E-11  4.4349E-11
 57-La-138    57138.      0.  3.1798E-07  1.2719E-08
 57-La-139    57139.      0.  6.4134E-02  4.4894E-04
 57-La-140    57140.      0.  6.2197E-02  6.2197E-04
 57-La-141    57141.      0.  5.8470E-02  1.1694E-03
 57-La-142    57142.      0.  5.8486E-02  8.1881E-04
 57-La-143    57143.      0.  5.9244E-02  1.6588E-03
 57-La-144    57144.      0.  5.4650E-02  7.6510E-04
 57-La-145    57145.      0.  3.8476E-02  1.5390E-03
 57-La-146-M  57146.      1.  7.4494E-03  4.7676E-03
 57-La-146    57146.      0.  1.6654E-02  1.0659E-02
 57-La-147    57147.      0.  8.8914E-03  5.3349E-04
 57-La-148    57148.      0.  3.5849E-03  2.2943E-03
 57-La-149    57149.      0.  8.0909E-04  5.1782E-04
 57-La-150    57150.      0.  1.0466E-04  6.6984E-05
 57-La-151    57151.      0.  1.0279E-05  6.5787E-06
 57-La-152    57152.      0.  4.5297E-07  2.8990E-07
 57-La-153    57153.      0.  1.4199E-08  9.0874E-09
 57-La-154    57154.      0.  1.4599E-10  9.3433E-11
 57-La-155    57155.      0.  2.9508E-13  1.8885E-13
 57-La-156    57156.      0.  4.8748E-15  3.1199E-15
 57-La-157    57157.      0.  5.3114E-17  3.3993E-17
 58-Ce-135    58135.      0.  0.0000E+00  0.0000E+00
 58-Ce-137    58137.      0.  0.0000E+00  0.0000E+00
 58-Ce-138    58138.      0.  9.5493E-08  3.8197E-09
 58-Ce-139    58139.      0.  9.9093E-12  6.3419E-12
 58-Ce-139-M  58139.      1.  7.0295E-12  4.4989E-12
 58-Ce-140    58140.      0.  6.2197E-02  3.1098E-04
 58-Ce-141    58141.      0.  5.8470E-02  5.8470E-04
 58-Ce-142    58142.      0.  5.8488E-02  2.9244E-04
 58-Ce-143    58143.      0.  5.9558E-02  8.3381E-04
 58-Ce-144    58144.      0.  5.4996E-02  3.8497E-04
 58-Ce-145    58145.      0.  3.9330E-02  2.3598E-03
 58-Ce-146    58146.      0.  2.9933E-02  4.1906E-04
 58-Ce-147    58147.      0.  1.8871E-02  1.1323E-03
 58-Ce-148    58148.      0.  1.5948E-02  1.2759E-03
 58-Ce-149    58149.      0.  7.7800E-03  6.2240E-04
 58-Ce-150    58150.      0.  4.0219E-03  2.5740E-03
 58-Ce-151    58151.      0.  1.0005E-03  6.4034E-04
 58-Ce-152    58152.      0.  2.0582E-04  1.3173E-04
 58-Ce-153    58153.      0.  1.7069E-05  1.0924E-05
 58-Ce-154    58154.      0.  9.1194E-07  5.8364E-07
 58-Ce-155    58155.      0.  2.5498E-08  1.6319E-08
 58-Ce-156    58156.      0.  5.7296E-10  3.6669E-10
 58-Ce-157    58157.      0.  4.5897E-12  2.9374E-12
 58-Ce-158    58158.      0.  3.8697E-14  2.4766E-14
 58-Ce-159    58159.      0.  1.2812E-16  8.1996E-17
 58-Ce-160    58160.      0.  0.0000E+00  0.0000E+00
 59-Pr-139    59139.      0.  0.0000E+00  0.0000E+00
 59-Pr-140    59140.      0.  0.0000E+00  0.0000E+00
 59-Pr-141    59141.      0.  5.8470E-02  5.8470E-04
 59-Pr-142-M  59142.      1.  2.3148E-11  1.4815E-11
 59-Pr-142    59142.      0.  4.6297E-11  2.9630E-11
 59-Pr-143    59143.      0.  5.9558E-02  4.1690E-04
 59-Pr-144    59144.      0.  5.4996E-02  2.7498E-04
 59-Pr-144-M  59144.      1.  2.7511E-04  1.9258E-06
 59-Pr-145    59145.      0.  3.9334E-02  2.7534E-04
 59-Pr-146    59146.      0.  2.9969E-02  2.0978E-04
 59-Pr-147    59147.      0.  2.2467E-02  5.1673E-03
 59-Pr-148-M  59148.      1.  3.8861E-04  2.4871E-04
 59-Pr-148    59148.      0.  1.6337E-02  1.0456E-02
 59-Pr-149    59149.      0.  1.0748E-02  6.4489E-04
 59-Pr-150    59150.      0.  6.2053E-03  6.8258E-04
 59-Pr-151    59151.      0.  3.3861E-03  1.0836E-03
 59-Pr-152    59152.      0.  1.2314E-03  7.8807E-04
 59-Pr-153    59153.      0.  3.8451E-04  2.4609E-04
 59-Pr-154    59154.      0.  5.1116E-05  3.2714E-05
 59-Pr-155    59155.      0.  6.7595E-06  4.3261E-06
 59-Pr-156    59156.      0.  4.0697E-07  2.6046E-07
 59-Pr-157    59157.      0.  1.6499E-08  1.0559E-08
 59-Pr-158    59158.      0.  3.7497E-10  2.3998E-10
 59-Pr-159    59159.      0.  4.8797E-12  3.1230E-12
 59-Pr-160    59160.      0.  2.8198E-14  1.8047E-14
 59-Pr-161    59161.      0.  7.1282E-17  4.5620E-17
 59-Pr-162    59162.      0.  2.9606E-19  1.8948E-19
 60-Nd-140    60140.      0.  0.0000E+00  0.0000E+00
 60-Nd-141    60141.      0.  0.0000E+00  0.0000E+00
 60-Nd-142    60142.      0.  4.6297E-11  2.9630E-11
 60-Nd-143    60143.      0.  5.9558E-02  2.0845E-04
 60-Nd-144    60144.      0.  5.4996E-02  1.9248E-04
 60-Nd-145    60145.      0.  3.9334E-02  1.3767E-04
 60-Nd-146    60146.      0.  2.9969E-02  1.0489E-04
 60-Nd-147    60147.      0.  2.2467E-02  3.1454E-04
 60-Nd-148    60148.      0.  1.6735E-02  5.8574E-05
 60-Nd-149    60149.      0.  1.0816E-02  3.0286E-04
 60-Nd-150    60150.      0.  6.5325E-03  3.2662E-05
 60-Nd-151    60151.      0.  4.1812E-03  1.6725E-04
 60-Nd-152    60152.      0.  2.6412E-03  1.0565E-04
 60-Nd-153    60153.      0.  1.4940E-03  2.3904E-04
 60-Nd-154    60154.      0.  6.3134E-04  2.0203E-04
 60-Nd-155    60155.      0.  1.8214E-04  1.1657E-04
 60-Nd-156    60156.      0.  4.7427E-05  3.0353E-05
 60-Nd-157    60157.      0.  4.8597E-06  3.1102E-06
 60-Nd-158    60158.      0.  5.1896E-07  3.3214E-07
 60-Nd-159    60159.      0.  1.7699E-08  1.1327E-08
 60-Nd-160    60160.      0.  5.0496E-10  3.2318E-10
 60-Nd-161    60161.      0.  6.1596E-12  3.9421E-12
 60-Nd-162    60162.      0.  3.4797E-14  2.2270E-14
 60-Nd-163    60163.      0.  0.0000E+00  0.0000E+00
 60-Nd-164    60164.      0.  0.0000E+00  0.0000E+00
 61-Pm-141    61141.      0.  0.0000E+00  0.0000E+00
 61-Pm-143    61143.      0.  0.0000E+00  0.0000E+00
 61-Pm-144    61144.      0.  0.0000E+00  0.0000E+00
 61-Pm-145    61145.      0.  0.0000E+00  0.0000E+00
 61-Pm-146    61146.      0.  4.4997E-12  2.8798E-12
 61-Pm-147    61147.      0.  2.2467E-02  2.2467E-04
 61-Pm-148    61148.      0.  4.8197E-11  3.0846E-11
 61-Pm-148-M  61148.      1.  8.0994E-11  5.1836E-11
 61-Pm-149    61149.      0.  1.0816E-02  2.1633E-04
 61-Pm-150    61150.      0.  2.9998E-07  1.9199E-07
 61-Pm-151    61151.      0.  4.1877E-03  8.3753E-05
 61-Pm-152-N  61152.      2.  9.2793E-06  5.9388E-06
 61-Pm-152    61152.      0.  2.6505E-03  5.3009E-05
 61-Pm-152-M  61152.      1.  9.2793E-06  5.9388E-06
 61-Pm-153    61153.      0.  1.5820E-03  1.2656E-04
 61-Pm-154    61154.      0.  6.8546E-04  7.5401E-05
 61-Pm-154-M  61154.      1.  5.4136E-05  3.4647E-05
 61-Pm-155    61155.      0.  3.0823E-04  4.9316E-05
 61-Pm-156    61156.      0.  1.1806E-04  5.3128E-05
 61-Pm-157    61157.      0.  3.4198E-05  2.1887E-05
 61-Pm-158    61158.      0.  7.5795E-06  4.8509E-06
 61-Pm-159    61159.      0.  1.0799E-06  6.9115E-07
 61-Pm-160    61160.      0.  7.5995E-08  4.8637E-08
 61-Pm-161    61161.      0.  4.4097E-09  2.8222E-09
 61-Pm-162    61162.      0.  6.7995E-11  4.3517E-11
 61-Pm-163    61163.      0.  1.8199E-12  1.1647E-12
 61-Pm-164    61164.      0.  1.6599E-14  1.0623E-14
 61-Pm-165    61165.      0.  0.0000E+00  0.0000E+00
 61-Pm-166    61166.      0.  5.4704E-19  3.5010E-19
 62-Sm-143    62143.      0.  0.0000E+00  0.0000E+00
 62-Sm-143-M  62143.      1.  0.0000E+00  0.0000E+00
 62-Sm-144    62144.      0.  0.0000E+00  0.0000E+00
 62-Sm-145    62145.      0.  0.0000E+00  0.0000E+00
 62-Sm-146    62146.      0.  1.5799E-12  7.1095E-13
 62-Sm-147    62147.      0.  2.2467E-02  1.5727E-04
 62-Sm-148    62148.      0.  1.2599E-10  8.0634E-11
 62-Sm-149    62149.      0.  1.0816E-02  1.0816E-04
 62-Sm-150    62150.      0.  2.9998E-07  1.9199E-07
 62-Sm-151    62151.      0.  4.1877E-03  4.1877E-05
 62-Sm-152    62152.      0.  2.6691E-03  2.6691E-05
 62-Sm-153    62153.      0.  1.5828E-03  6.3311E-05
 62-Sm-154    62154.      0.  7.4434E-04  7.4434E-06
 62-Sm-155    62155.      0.  3.2133E-04  2.5706E-05
 62-Sm-156    62156.      0.  1.4837E-04  1.1870E-05
 62-Sm-157    62157.      0.  6.0866E-05  9.7385E-06
 62-Sm-158    62158.      0.  3.1558E-05  1.0098E-05
 62-Sm-159    62159.      0.  8.4994E-06  3.8247E-06
 62-Sm-160    62160.      0.  2.1898E-06  1.4015E-06
 62-Sm-161    62161.      0.  2.8798E-07  1.8431E-07
 62-Sm-162    62162.      0.  2.0299E-08  1.2991E-08
 62-Sm-163    62163.      0.  1.3799E-09  8.8314E-10
 62-Sm-164    62164.      0.  6.0396E-11  3.8653E-11
 62-Sm-165    62165.      0.  2.5498E-12  1.6319E-12
 62-Sm-166    62166.      0.  6.4295E-14  4.1149E-14
 62-Sm-167    62167.      0.  0.0000E+00  0.0000E+00
 62-Sm-168    62168.      0.  0.0000E+00  0.0000E+00
 62-Sm-170    62170.      0.  0.0000E+00  0.0000E+00
 63-Eu-147    63147.      0.  0.0000E+00  0.0000E+00
 63-Eu-149    63149.      0.  0.0000E+00  0.0000E+00
 63-Eu-151    63151.      0.  4.1877E-03  4.1877E-05
 63-Eu-152-N  63152.      2.  9.0660E-13  5.8023E-13
 63-Eu-152    63152.      0.  1.3599E-12  8.7034E-13
 63-Eu-152-M  63152.      1.  1.3599E-12  8.7034E-13
 63-Eu-153    63153.      0.  1.5828E-03  4.4318E-05
 63-Eu-154-M  63154.      1.  9.6993E-10  6.2076E-10
 63-Eu-154    63154.      0.  1.9399E-09  1.2415E-09
 63-Eu-155    63155.      0.  3.2136E-04  1.2854E-05
 63-Eu-156    63156.      0.  1.4853E-04  5.9412E-06
 63-Eu-157    63157.      0.  6.1496E-05  4.9197E-06
 63-Eu-158    63158.      0.  3.2848E-05  5.2556E-06
 63-Eu-159    63159.      0.  1.0049E-05  1.1054E-06
 63-Eu-160    63160.      0.  3.0898E-06  1.3904E-06
 63-Eu-161    63161.      0.  7.4095E-07  2.3710E-07
 63-Eu-162    63162.      0.  9.0194E-08  5.7724E-08
 63-Eu-163    63163.      0.  2.0799E-08  1.3311E-08
 63-Eu-164    63164.      0.  2.0699E-09  1.3247E-09
 63-Eu-165    63165.      0.  3.8997E-10  2.4958E-10
 63-Eu-166    63166.      0.  2.5098E-11  1.6063E-11
 63-Eu-167    63167.      0.  2.2398E-12  1.4335E-12
 63-Eu-168    63168.      0.  2.8498E-14  1.8239E-14
 63-Eu-169    63169.      0.  0.0000E+00  0.0000E+00
 63-Eu-170    63170.      0.  0.0000E+00  0.0000E+00
 64-Gd-147    64147.      0.  0.0000E+00  0.0000E+00
 64-Gd-149    64149.      0.  0.0000E+00  0.0000E+00
 64-Gd-151    64151.      0.  0.0000E+00  0.0000E+00
 64-Gd-152    64152.      0.  1.4299E-12  9.1514E-13
 64-Gd-153    64153.      0.  0.0000E+00  0.0000E+00
 64-Gd-154    64154.      0.  1.9399E-09  1.2415E-09
 64-Gd-155    64155.      0.  3.2136E-04  1.2854E-05
 64-Gd-156    64156.      0.  1.4853E-04  4.1588E-06
 64-Gd-157    64157.      0.  6.1506E-05  4.9205E-06
 64-Gd-158    64158.      0.  3.2858E-05  3.6143E-06
 64-Gd-159    64159.      0.  1.0089E-05  6.0536E-07
 64-Gd-160    64160.      0.  3.1898E-06  1.0207E-06
 64-Gd-161    64161.      0.  8.5194E-07  6.8155E-08
 64-Gd-162    64162.      0.  1.5799E-07  1.0111E-07
 64-Gd-163    64163.      0.  5.8896E-08  3.7693E-08
 64-Gd-164    64164.      0.  1.6999E-08  1.0879E-08
 64-Gd-165    64165.      0.  6.5295E-09  4.1789E-09
 64-Gd-166    64166.      0.  1.6899E-09  1.0815E-09
 64-Gd-167    64167.      0.  3.6997E-10  2.3678E-10
 64-Gd-168    64168.      0.  2.1799E-11  1.3951E-11
 64-Gd-169    64169.      0.  1.1899E-12  7.6155E-13
 64-Gd-170    64170.      0.  2.6798E-14  1.7151E-14
 64-Gd-171    64171.      0.  0.0000E+00  0.0000E+00
 64-Gd-172    64172.      0.  0.0000E+00  0.0000E+00
 65-Tb-151    65151.      0.  0.0000E+00  0.0000E+00
 65-Tb-153    65153.      0.  0.0000E+00  0.0000E+00
 65-Tb-155    65155.      0.  0.0000E+00  0.0000E+00
 65-Tb-156    65156.      0.  0.0000E+00  0.0000E+00
 65-Tb-156-M  65156.      1.  0.0000E+00  0.0000E+00
 65-Tb-157    65157.      0.  4.9297E-14  3.1550E-14
 65-Tb-158    65158.      0.  1.3299E-12  8.5114E-13
 65-Tb-158-M  65158.      1.  1.3299E-13  8.5114E-14
 65-Tb-159    65159.      0.  1.0089E-05  6.0536E-07
 65-Tb-160    65160.      0.  2.8398E-10  1.8175E-10
 65-Tb-161    65161.      0.  8.5294E-07  3.4118E-08
 65-Tb-162    65162.      0.  1.5499E-07  6.9745E-08
 65-Tb-162-M  65162.      1.  3.6097E-09  1.6244E-09
 65-Tb-163    65163.      0.  6.1096E-08  2.7493E-08
 65-Tb-164    65164.      0.  1.8799E-08  8.4594E-09
 65-Tb-165    65165.      0.  9.3393E-09  5.9772E-09
 65-Tb-166    65166.      0.  3.2298E-09  1.4534E-09
 65-Tb-167    65167.      0.  1.7099E-09  1.0943E-09
 65-Tb-168    65168.      0.  1.9499E-10  1.2479E-10
 65-Tb-169    65169.      0.  4.1897E-11  2.6814E-11
 65-Tb-170    65170.      0.  2.2598E-12  1.4463E-12
 65-Tb-171    65171.      0.  2.9198E-13  1.8687E-13
 65-Tb-172    65172.      0.  1.0499E-14  6.7195E-15
 66-Dy-155    66155.      0.  0.0000E+00  0.0000E+00
 66-Dy-156    66156.      0.  0.0000E+00  0.0000E+00
 66-Dy-157    66157.      0.  0.0000E+00  0.0000E+00
 66-Dy-158    66158.      0.  2.1298E-13  1.3631E-13
 66-Dy-159    66159.      0.  0.0000E+00  0.0000E+00
 66-Dy-160    66160.      0.  2.8398E-10  1.8175E-10
 66-Dy-161    66161.      0.  8.5294E-07  3.4118E-08
 66-Dy-162    66162.      0.  1.5899E-07  5.0876E-08
 66-Dy-163    66163.      0.  6.1096E-08  1.9551E-08
 66-Dy-164    66164.      0.  1.8799E-08  6.0156E-09
 66-Dy-165    66165.      0.  9.3993E-09  3.0078E-09
 66-Dy-165-M  66165.      1.  4.6897E-09  2.1103E-09
 66-Dy-166    66166.      0.  3.6297E-09  1.1615E-09
 66-Dy-167    66167.      0.  2.4598E-09  1.1069E-09
 66-Dy-168    66168.      0.  5.5896E-10  3.5774E-10
 66-Dy-169    66169.      0.  2.1598E-10  1.3823E-10
 66-Dy-170    66170.      0.  3.9497E-11  2.5278E-11
 66-Dy-171    66171.      0.  1.1199E-11  7.1675E-12
 66-Dy-172    66172.      0.  1.7799E-12  1.1391E-12
 67-Ho-159    67159.      0.  0.0000E+00  0.0000E+00
 67-Ho-159-M  67159.      1.  0.0000E+00  0.0000E+00
 67-Ho-161    67161.      0.  0.0000E+00  0.0000E+00
 67-Ho-161-M  67161.      1.  0.0000E+00  0.0000E+00
 67-Ho-162    67162.      0.  0.0000E+00  0.0000E+00
 67-Ho-162-M  67162.      1.  0.0000E+00  0.0000E+00
 67-Ho-163    67163.      0.  0.0000E+00  0.0000E+00
 67-Ho-163-M  67163.      1.  0.0000E+00  0.0000E+00
 67-Ho-164    67164.      0.  1.1499E-14  7.3595E-15
 67-Ho-164-M  67164.      1.  0.0000E+00  0.0000E+00
 67-Ho-165    67165.      0.  9.5193E-09  3.0462E-09
 67-Ho-166    67166.      0.  3.6297E-09  1.1615E-09
 67-Ho-166-M  67166.      1.  9.4093E-13  6.0220E-13
 67-Ho-167    67167.      0.  2.4698E-09  1.1114E-09
 67-Ho-168    67168.      0.  5.7096E-10  2.5693E-10
 67-Ho-169    67169.      0.  2.3798E-10  1.5231E-10
 67-Ho-170    67170.      0.  4.4497E-11  2.0024E-11
 67-Ho-170-M  67170.      1.  4.9297E-12  3.1550E-12
 67-Ho-171    67171.      0.  2.1899E-11  1.4015E-11
 67-Ho-172    67172.      0.  5.4696E-12  3.5005E-12
 68-Er-161    68161.      0.  0.0000E+00  0.0000E+00
 68-Er-162    68162.      0.  0.0000E+00  0.0000E+00
 68-Er-163    68163.      0.  0.0000E+00  0.0000E+00
 68-Er-164    68164.      0.  0.0000E+00  0.0000E+00
 68-Er-165    68165.      0.  0.0000E+00  0.0000E+00
 68-Er-166    68166.      0.  3.6297E-09  1.1615E-09
 68-Er-167    68167.      0.  2.4698E-09  7.9034E-10
 68-Er-167-M  68167.      1.  2.4698E-10  1.1114E-10
 68-Er-168    68168.      0.  5.7096E-10  1.8271E-10
 68-Er-169    68169.      0.  2.3798E-10  1.0709E-10
 68-Er-170    68170.      0.  5.0096E-11  1.6031E-11
 68-Er-171    68171.      0.  2.3498E-11  1.0574E-11
 68-Er-172    68172.      0.  7.6795E-12  3.4558E-12
 69-Tm-165    69165.      0.  0.0000E+00  0.0000E+00
 69-Tm-166    69166.      0.  0.0000E+00  0.0000E+00
 69-Tm-167    69167.      0.  0.0000E+00  0.0000E+00
 69-Tm-168    69168.      0.  0.0000E+00  0.0000E+00
 69-Tm-169    69169.      0.  2.3798E-10  7.6155E-11
 69-Tm-170    69170.      0.  0.0000E+00  0.0000E+00
 69-Tm-171    69171.      0.  2.3498E-11  1.0574E-11
 69-Tm-172    69172.      0.  7.6895E-12  3.4603E-12
 70-Yb-166    70166.      0.  0.0000E+00  0.0000E+00
 70-Yb-167    70167.      0.  0.0000E+00  0.0000E+00
 70-Yb-168    70168.      0.  0.0000E+00  0.0000E+00
 70-Yb-169    70169.      0.  0.0000E+00  0.0000E+00
 70-Yb-169-M  70169.      1.  0.0000E+00  0.0000E+00
 70-Yb-170    70170.      0.  0.0000E+00  0.0000E+00
 70-Yb-171    70171.      0.  2.3498E-11  7.5195E-12
 70-Yb-172    70172.      0.  7.6895E-12  2.4606E-12
 71-Lu-169    71169.      0.  0.0000E+00  0.0000E+00
 71-Lu-169-M  71169.      1.  0.0000E+00  0.0000E+00
 71-Lu-171    71171.      0.  0.0000E+00  0.0000E+00
 71-Lu-171-M  71171.      1.  0.0000E+00  0.0000E+00
 71-Lu-172    71172.      0.  0.0000E+00  0.0000E+00
 71-Lu-172-M  71172.      1.  0.0000E+00  0.0000E+00
 72-Hf-171    72171.      0.  0.0000E+00  0.0000E+00
 72-Hf-172    72172.      0.  0.0000E+00  0.0000E+00

Neutron energy =  5.0000E+05
Interpolation scheme= 0

   PRODUCT      ZAFP     FPS           Y          DY
 ----------- ------- ------- ----------- -----------
 23-V - 66    23066.      0.  4.4846E-18  2.8701E-18
 23-V - 67    23067.      0.  7.3375E-19  4.6960E-19
 24-Cr- 66    24066.      0.  4.0300E-13  2.5792E-13
 24-Cr- 67    24067.      0.  4.8800E-14  3.1232E-14
 24-Cr- 68    24068.      0.  0.0000E+00  0.0000E+00
 24-Cr- 69    24069.      0.  2.8947E-17  1.8526E-17
 24-Cr- 70    24070.      0.  0.0000E+00  0.0000E+00
 25-Mn- 66    25066.      0.  9.4799E-11  6.0672E-11
 25-Mn- 67    25067.      0.  5.3200E-11  3.4048E-11
 25-Mn- 68    25068.      0.  6.6599E-12  4.2624E-12
 25-Mn- 69    25069.      0.  8.9199E-13  5.7087E-13
 25-Mn- 70    25070.      0.  5.7800E-14  3.6992E-14
 25-Mn- 71    25071.      0.  0.0000E+00  0.0000E+00
 25-Mn- 72    25072.      0.  1.1907E-16  7.6204E-17
 25-Mn- 73    25073.      0.  1.2525E-17  8.0159E-18
 26-Fe- 66    26066.      0.  4.0400E-09  2.5856E-09
 26-Fe- 67    26067.      0.  5.1900E-09  3.3216E-09
 26-Fe- 68    26068.      0.  2.8600E-09  1.8304E-09
 26-Fe- 69    26069.      0.  9.5799E-10  6.1312E-10
 26-Fe- 70    26070.      0.  2.8200E-10  1.8048E-10
 26-Fe- 71    26071.      0.  5.1600E-11  3.3024E-11
 26-Fe- 72    26072.      0.  1.0700E-11  6.8479E-12
 26-Fe- 73    26073.      0.  8.3299E-13  5.3312E-13
 26-Fe- 74    26074.      0.  3.4900E-14  2.2336E-14
 26-Fe- 75    26075.      0.  1.1099E-15  7.1031E-16
 26-Fe- 76    26076.      0.  0.0000E+00  0.0000E+00
 27-Co- 66    27066.      0.  6.7399E-09  4.3136E-09
 27-Co- 67    27067.      0.  1.8200E-08  1.1648E-08
 27-Co- 68    27068.      0.  1.8000E-08  1.1520E-08
 27-Co- 69    27069.      0.  2.1700E-08  1.3888E-08
 27-Co- 70    27070.      0.  1.4200E-08  9.0879E-09
 27-Co- 71    27071.      0.  1.1500E-08  7.3599E-09
 27-Co- 72    27072.      0.  6.0399E-09  3.8656E-09
 27-Co- 73    27073.      0.  2.2100E-09  1.4144E-09
 27-Co- 74    27074.      0.  2.4400E-10  1.5616E-10
 27-Co- 75    27075.      0.  3.4200E-11  2.1888E-11
 27-Co- 76    27076.      0.  3.5300E-12  2.2592E-12
 27-Co- 77    27077.      0.  6.1346E-14  3.9262E-14
 27-Co- 78    27078.      0.  2.8599E-15  1.8303E-15
 28-Ni- 66    28066.      0.  7.2299E-09  3.2535E-09
 28-Ni- 67    28067.      0.  2.3200E-08  1.0440E-08
 28-Ni- 68    28068.      0.  3.9800E-08  2.5472E-08
 28-Ni- 69    28069.      0.  8.1399E-08  5.2096E-08
 28-Ni- 70    28070.      0.  1.6000E-07  1.0240E-07
 28-Ni- 71    28071.      0.  2.6900E-07  1.7216E-07
 28-Ni- 72    28072.      0.  5.6900E-07  3.6416E-07
 28-Ni- 73    28073.      0.  4.9700E-07  3.1808E-07
 28-Ni- 74    28074.      0.  2.4800E-07  1.5872E-07
 28-Ni- 75    28075.      0.  8.8799E-08  5.6831E-08
 28-Ni- 76    28076.      0.  4.3600E-08  2.7904E-08
 28-Ni- 77    28077.      0.  4.0800E-09  2.6112E-09
 28-Ni- 78    28078.      0.  2.5700E-10  1.6448E-10
 28-Ni- 79    28079.      0.  1.5123E-12  9.6786E-13
 28-Ni- 80    28080.      0.  1.2800E-13  8.1919E-14
 28-Ni- 81    28081.      0.  3.0375E-15  1.9440E-15
 28-Ni- 82    28082.      0.  0.0000E+00  0.0000E+00
 29-Cu- 66    29066.      0.  7.2299E-09  2.3136E-09
 29-Cu- 67    29067.      0.  2.3200E-08  7.4239E-09
 29-Cu- 68    29068.      0.  4.0100E-08  1.8045E-08
 29-Cu- 68-M  29068.      1.  3.7100E-10  2.3744E-10
 29-Cu- 69    29069.      0.  8.6999E-08  3.9150E-08
 29-Cu- 70    29070.      0.  8.6099E-08  5.5103E-08
 29-Cu- 70-M  29070.      1.  1.0200E-07  6.5279E-08
 29-Cu- 71    29071.      0.  4.4700E-07  2.8608E-07
 29-Cu- 72    29072.      0.  1.3500E-06  8.6399E-07
 29-Cu- 73    29073.      0.  3.1100E-06  1.9904E-06
 29-Cu- 74    29074.      0.  3.1200E-06  1.9968E-06
 29-Cu- 75    29075.      0.  4.4500E-06  2.8480E-06
 29-Cu- 76    29076.      0.  5.2499E-06  3.3600E-06
 29-Cu- 77    29077.      0.  2.2400E-06  1.4336E-06
 29-Cu- 78    29078.      0.  3.7600E-07  2.4064E-07
 29-Cu- 79    29079.      0.  4.6600E-08  2.9824E-08
 29-Cu- 80    29080.      0.  2.5400E-09  1.6256E-09
 29-Cu- 81    29081.      0.  9.3599E-11  5.9903E-11
 29-Cu- 82    29082.      0.  1.6200E-12  1.0368E-12
 29-Cu- 83    29083.      0.  3.6988E-14  2.3673E-14
 30-Zn- 66    30066.      0.  7.2299E-09  1.6629E-09
 30-Zn- 67    30067.      0.  2.3200E-08  5.3359E-09
 30-Zn- 68    30068.      0.  4.0300E-08  9.2689E-09
 30-Zn- 69    30069.      0.  8.6999E-08  2.7840E-08
 30-Zn- 69-M  30069.      1.  4.7800E-11  3.0592E-11
 30-Zn- 70    30070.      0.  1.8900E-07  4.3470E-08
 30-Zn- 71    30071.      0.  4.5000E-07  2.0250E-07
 30-Zn- 71-M  30071.      1.  1.4700E-08  9.4079E-09
 30-Zn- 72    30072.      0.  1.6600E-06  7.4699E-07
 30-Zn- 73    30073.      0.  5.1900E-06  3.3216E-06
 30-Zn- 74    30074.      0.  1.1480E-05  7.3471E-06
 30-Zn- 75    30075.      0.  3.0170E-05  1.9309E-05
 30-Zn- 76    30076.      0.  1.2418E-04  7.9474E-05
 30-Zn- 77    30077.      0.  1.1678E-04  7.4739E-05
 30-Zn- 78    30078.      0.  8.5959E-05  5.5014E-05
 30-Zn- 79    30079.      0.  2.6250E-05  1.6800E-05
 30-Zn- 80    30080.      0.  7.0899E-06  4.5376E-06
 30-Zn- 81    30081.      0.  7.2399E-07  4.6336E-07
 30-Zn- 82    30082.      0.  6.4399E-08  4.1216E-08
 30-Zn- 83    30083.      0.  2.4600E-09  1.5744E-09
 30-Zn- 84    30084.      0.  7.1699E-11  4.5888E-11
 30-Zn- 85    30085.      0.  7.2369E-13  4.6316E-13
 30-Zn- 86    30086.      0.  0.0000E+00  0.0000E+00
 31-Ga- 66    31066.      0.  0.0000E+00  0.0000E+00
